"advertiserId","programmeName","conversionRate","approvalRate","epc","launchDate","paymentStatus","paymentRiskLevel","awinIndex","feedEnabled","productReporting","commissionMin","commissionMax","leadMin","leadMax","cookieLength","parentSectors","subSectors","primarySector","averagePaymentTime","primaryRegion","descriptionShort","logoUrl","displayUrl"
"121016","Air Fryer Club","","0.00","0.00","2025-10-21","amber","exposurelevel2","","no","no","0","0","0","0","30","Retail & Shopping","Books & Subscriptions|Department Stores|FMCG|Green (Eco friendly)|Health & Beauty|Home & Garden","FMCG","null","DE","AIRFRYER Club by ZauberTopf: Das sind tausende Premium-Rezepte mit Geling-Garantie, Tipps und Tricks rund um die Heißluftfritteuse,  Magazin, Community und App für iOS und Android. Angereichert mit Wochenplaner, Einkaufliste und vielem mehr.","https://ui.awin.com/images/upload/merchant/profile/121016.png","https://www.airfryer.club/de/"
"119237","Sisley DE","","0.00","0.00","2025-10-10","amber","exposurelevel4","","yes","no","0","0","0","0","30","Retail & Shopping","Clothing","Clothing","null","DE","","https://ui.awin.com/images/upload/merchant/profile/119237.png","https://de.sisley.com/"
"119541","Ampler Bikes","","0.00","0.00","2025-10-17","amber","exposurelevel2","","no","no","0","0","0","0","30","Retail & Shopping","Automotive","Automotive","null","DE","Ampler makes lightweight, practical e-bikes designed for everyday city riding. With clean design, natural pedal feel, USB-C charging and long-lasting batteries, they offer a simple, effortless way to move through the city.","https://ui.awin.com/images/upload/merchant/profile/119541.png","https://amplerbikes.com/en-DE"
"119639","VitaBright EU (DE FR ES)","","0.00","0.00","2025-09-29","amber","exposurelevel2","0","yes","no","0","0","0","0","30","Retail & Shopping","FMCG|Health & Beauty","FMCG","null","DE","VitaBright are a family owned business who have been supplying UK  European customers with high quality natural health supplements and vitamins since 2010. Our products are entirely non-GMO and where possible; vegan and organic.","https://ui.awin.com/images/upload/merchant/profile/119639.png","https://www.vitabright.co/"
"120411","Deluxehomeartshop DE","","0.00","0.00","2025-10-03","amber","exposurelevel1","","yes","no","0","0","0","0","30","Retail & Shopping","Furniture & Soft Furnishings|Home & Garden","Home & Garden","null","DE","DeluxeHomeartShop ist Europas führender Anbieter im Bereich LED-Kerzen. Mit einer großen Auswahl und einem soliden Kundenstamm in ganz Europa ist DeluxeHomeart ein fantastisches Produkt, das Sie auf Ihren Affiliate-Websites anbieten können.","https://ui.awin.com/images/upload/merchant/profile/120411.png","https://deluxehomeartshop.de/"
"120567","Haier DE","","0.00","0.00","2025-11-26","amber","exposurelevel4","","yes","no","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","null","DE","Haier ist die weltweite Nr. 1 für Haushaltsgroßgeräte* – seit 16 Jahren in Folge. Von Kühlschränken über Waschmaschinen bis zu Gefrier- und Weinkühlschränken bietet Haier smarte Lösungen, die das Leben erleichtern und jedes Zuhause vernetzen.","https://ui.awin.com/images/upload/merchant/profile/120567.png","https://www.haier-europe.com/de_DE/"
"121874","Maverton DE","","0.00","0.00","2025-11-26","amber","exposurelevel2","","yes","no","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","null","DE","We are a leading brand in personalized gifts. We offer unique gifts for every occasion, ranging from jewelry and engraved home accessories to personalized gifts for children. Join us and promote products that carry genuine sentimental value!","https://ui.awin.com/images/upload/merchant/profile/121874.png","https://www.maverton.de/"
"120339","Wunder-Job DE","","0.00","0.00","2025-10-16","green","none","","no","no","0","0","0","0","30","Telco's & Services","Education Training & Recruitment|Lead Gen","Education, Training & Recruitment","null","DE","Wunder-Job ist ein Marktplatz für ehrliche Jobwechsel - anonym, einfach, belohnt. Nutzer:innen erstellen ein anonymes Wunschprofil und erhalten regelmässig Einkaufsguthaben auch ohne Jobwechsel. 35 mio. Arbeitnehmer Potential und gesellschaftlichem Nutzen","https://ui.awin.com/images/upload/merchant/profile/120339.png","https://wunder-job.com/"
"120341","Ahipos Horses DE","","0.00","0.00","2025-09-29","amber","exposurelevel2","0","yes","no","0","0","0","0","30","Retail & Shopping","Pets & Pet Care","Pets & Pet Care","null","DE","AHIPOS Horses steht für innovative, natürliche Pferdegesundheit – entwickelt mit Tierärzten, wissenschaftlich fundiert und bewährt im Alltag. Werde Affiliate und sichere Dir 12 % Provision auf jedes erfolgreiche Produktgeschäft.","https://ui.awin.com/images/upload/merchant/profile/120341.png","https://ahipos-horses.de/"
"120343","Polleo Sport DE","","0.00","0.00","2025-10-20","amber","exposurelevel2","","no","no","0","0","0","0","30","Retail & Shopping","FMCG|Health & Beauty|Sports Equipment|Sportswear","Health & Beauty","null","DE","Polleo Sport is the leading sports nutrition and fitness retailer in Southeast Europe, founded in 2008 in Croatia. We offer a wide range of high-quality supplements, snacks and bars, sports equipment, and activewear.","https://ui.awin.com/images/upload/merchant/profile/120343.png","https://polleosport.de/"
"121538","Avaay DE","","0.00","0.00","2025-11-17","amber","exposurelevel2","","no","no","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","null","DE","Avaay ist eine Premium-Marke für Medizinalcannabis der Sanity Group. Sie steht für höchste Qualität, Nachhaltigkeit und natürliche Therapien – mit exklusiven Sorten, transparenter Herkunft und Fokus auf ganzheitliches Wohlbefinden.","https://ui.awin.com/images/upload/merchant/profile/121538.png","https://avaay.de/newsletter-bluetenwissen/"
"116393","Green Cup Coffee","4.46255","100.00","0.07","2025-05-27","amber","exposurelevel1","73.4692","no","no","0","0","0","0","30","Retail & Shopping","FMCG|Green (Eco friendly)","FMCG","47","DE","Green Cup Coffee röstet Spezialitätenkaffee direkt von Kleinbauernkooperativen. Die schonend veredelten Bio-Bohnen aus fairem Direkthandel werden im flexiblen Abo-Modell oder einzeln bis an die Haustür geliefert. Lieferung: Europaweit.","https://ui.awin.com/images/upload/merchant/profile/116393.png","https://green-cup-coffee.de/"
"22403","Trip.com EU","9.39709","92.54","0.41","2021-05-18","amber","exposurelevel2","60.4139","no","no","0","0","0","0","30","Travel","Airlines|Airport Parking & Transfers|Car Rental|Coaches|Cruises/Ferries|Hotels & Accommodation|Local Holidays|Tourism & Attractions|Trains","Hotels & Accommodation","155","DE","Trip.com provides one-stop travel booking services in 19 languages through our website and mobile app. As trusted travel leader, Trip.com has 400 million members and 45 million authentic reviews. Categories: Flights, hotels, trains, tours and tickets","https://ui.awin.com/images/upload/merchant/profile/22403.png","https://de.trip.com/index/"
"11878","VW Bank DE","2.69487","48.16","0.72","2018-09-06","amber","exposurelevel2","40.4377","no","no","0","0","50","130","60","Finance & Insurance","Savings & Investments|Personal Banking","Personal Banking","499","DE","Mit dem Partnerprogramm der Volkswagen Bank können auch Sie als Publisher von der Markenbekanntheit und langjährigen Erfahrung profitieren. Bewerben Sie jetzt die conversionstarken Produkte und sichern Sie sich die attraktiven Provisionen!","https://ui.awin.com/images/upload/merchant/profile/11878.png","https://www.volkswagenbank.de"
"11810","Da-Direkt DE","0.390447","92.34","0.14","2018-08-28","amber","exposurelevel2","41.9549","no","no","0","0","5","90","30","Finance & Insurance","Insurance","Insurance","162","DE","Profitieren Sie von attraktiven Konditionen im Partnerprogramm von DA Direkt und verdienen Sie bei der Vermittlung unserer Versicherungen (Kfz, Motorrad, Hausrat, Haftpflicht, Unfall, Rechtsschutz) Provisionen von bis zu 35 € pro Abschluss!","https://ui.awin.com/images/upload/merchant/profile/11810.png","https://www.da-direkt.de"
"14075","FREE2MOVE DE","1.07403","53.67","0.08","2019-09-05","amber","exposurelevel2","39.2321","no","no","0","0","10","10","30","Retail & Shopping|Telco's & Services|Travel","Automotive|Utilities|Car Rental","Automotive","92","DE","Free2move ist die weltweit einzigen Mobilitätsmarke, die ein komplettes und einzigartiges mobiles Ökosystem abbildet. Vom Carsharing über Auto-Abos und Parkplatzreservierungen bis hin zu Ladeservices für E-Autos.","https://ui.awin.com/images/upload/merchant/profile/14075.png","https://www.free2move.com/de-DE/"
"13751","Sparstrom DE","1.13636","50.00","0.05","2019-03-13","green","none","0","no","no","0","0","30","30","90","Telco's & Services","Utilities","Utilities","null","DE","Günstige Strom- und Gasverträge bei sparstrom. Werde Teil unseres Partnerprogramms und profitiere von spannenden Aktionen und attraktiven Provision!","https://ui.awin.com/images/upload/merchant/profile/13751.png","https://www.sparstrom.de"
"14103","Mediashop.tv DE/AT","3.34136","95.43","0.11","2019-02-13","green","none","46.2942","yes","no","5","5","0","0","60","Retail & Shopping","Department Stores|Electronic Accessories|Entertainment Superstore|Health & Beauty|Home & Garden","Department Stores","86","DE","MediaShop ist einer der bedeutendsten DRTV-Anbieter (Direct Response-TV) im deutschsprachigen Raum.","https://ui.awin.com/images/upload/merchant/profile/14103.png","https://www.mediashop.tv"
"19632","Lumoava DE","4.63684","90.91","0.43","2020-06-09","green","none","70.9223","no","no","20","20","0","0","30","Retail & Shopping","Clothing Accessories|Gifts & Flowers|Health & Beauty|Jewellery","Jewellery","41","DE","Zauberhafter, einzigartiger Schmuck aus Skandinavien. Vielfalt ist das Oberthema unserer Produktpalette, denn unsere DesignerInnen haben bei der Gestaltung ihrer Schmuck-Kreationen freie Hand. Von Ringen über Ketten und Anhänger bis zu Ohrschmuck.","https://ui.awin.com/images/upload/merchant/profile/19632.png","https://www.lumoava.fi"
"30763","Ecovacs DE","0.762326","93.11","0.23","2022-07-19","amber","exposurelevel4","42.6837","yes","no","0","0","0","0","30","Retail & Shopping","Department Stores|Electronic Accessories|Electronic Superstore|Gadgets|Home & Garden|Office Supplies|Pets & Pet Care","Home & Garden","137","DE","ECOVACS ist ein führender Anbieter von Staubsaugerrobotern, der sich auf die Entwicklung von Staubsaugerrobotern und Reinigungsrobotern spezialisiert hat. ECOVACS Roboter sind jetzt in über 145 Ländern und Regionen auf der ganzen Welt eingesetzt.","https://ui.awin.com/images/upload/merchant/profile/30763.png","https://www.ecovacs.com/de"
"11794","EWE DE","0.691269","42.70","0.45","2018-12-10","green","none","23.2832","no","no","0","0","10","75","30","Telco's & Services","B2B Telecommunications Services|B2B Utility Services|Internet Service Provider|Mobile Downloads|Mobile Pay As You Go|Network Operators|Utilities|Mobile Contract","Internet Service Provider","75","DE","EWE vereint die Geschäftsfelder Energie, Telekommunikation und Informationstechnologie und sichert sich damit eine einzigartige Position im Wettbewerb. Als Partner profitieren Sie von attraktiven Provisionen von bis zu 155€ und einer niedrigen Stornoquote","https://ui.awin.com/images/upload/merchant/profile/11794.png","https://www.ewe.de"
"11851","checkdomain DE","8.08251","87.91","0.63","2018-05-17","green","none","76.371","no","no","40","40","0","0","40","Telco's & Services","Web Hosting","Web Hosting","44","DE","30 Tage Cookie-Laufzeit, keine De-Duplizierung der Orders gegen andere Kanäle, Conversion Rate größer 6% - Werde checkdomain-Partner, bewirb einen deutschen Registrar mit extrem hoher Kundenzufriedenheit und verdiene gutes Geld dabei.","https://ui.awin.com/images/upload/merchant/profile/11851.png","https://www.checkdomain.de/"
"30007","expert DE","1.87134","92.95","0.14","2022-08-24","amber","exposurelevel5","58.3804","yes","no","0","0","0","0","30","Retail & Shopping","Electronic Superstore","Electronic Superstore","59","DE","Das Unternehmen expert gehört zu den führenden Anbietern von Unterhaltungselektronik und bietet seinen Kunden eine riesige Auswahl von Produkten aller Top-Marken zu günstigen Preisen an.","https://ui.awin.com/images/upload/merchant/profile/30007.png","https://www.expert.de/"
"16226","Osnatel DE","0.27846","37.50","0.11","2019-04-01","green","none","17.1641","no","no","0","0","15","75","30","Telco's & Services","Internet Service Provider|Mobile Broadband|Mobile Downloads|Network Operators|Utilities|Mobile Contract","Internet Service Provider","129","DE","osnatel ist eine Marke des Oldenburger TK-Unternehmen EWE TEL GmbH und bietet im Bereich Telefonie und Internet für alle Kundenbedürfnisse attraktivste Angebote zu einem fairen Preis! Profitieren auch Sie von attraktiven Partner-Provisionen bis zu 85€!","https://ui.awin.com/images/upload/merchant/profile/16226.png","https://www.osnatel.de/"
"15374","Blumenversand Edelweiss DE","2.8553","94.81","0.06","2018-09-11","green","none","78.1903","yes","no","12","12","0","0","30","Retail & Shopping","Gifts & Flowers","Gifts & Flowers","36","DE","Der Edelweiß Blumenversand liefert täglich frische Blumensträuße und Schnittblumen zu allen Anlässen und Gelegenheiten versandkostenfrei in ganz Deutschland. Wir bieten über 50 hochklassige Blumenbouquets und  zusätzlich saisonale Blumenkreationen.","https://ui.awin.com/images/upload/merchant/profile/15374.png","https://www.blumenversand-edelweiss.de/"
"14617","Avena DE","5.31818","71.31","0.15","2019-09-09","amber","exposurelevel2","55.4247","yes","no","10","10","0","0","30","Retail & Shopping","Clothing|Clothing Accessories|Shoes|Womenswear","Clothing","62","DE","Avena - Als Experten für Gesundheit setzen wir uns jeden Tag für das Wohlbefinden und die Lebensqualität unserer Kunden ein. Den Schwerpunkt unseres Sortiments bilden Bequem- und Hallux-Schuhe, Wohlfühl-Kleidung und praktische Alltagshelfer","https://ui.awin.com/images/upload/merchant/profile/14617.png","https://www.avena.de"
"43615","Medicross-Labs DE","1.06338","82.94","0.06","2023-11-20","green","none","38.3919","yes","no","0","0","0","0","30","Retail & Shopping","Pharmaceuticals","Pharmaceuticals","82","DE","Medicross-Labs: Das breite Spektrum an Labortests umfasst dabei Unverträglichkeitstests, Mikronährstoffanalysen, Vitamin-Tests und weitere Nährstoffanalysen für Mensch und teilweise auch für das Haustier.","https://ui.awin.com/images/upload/merchant/profile/43615.png","https://www.medicross.com/?c=EUR"
"28297","Frölich und Kaufmann DE","4.45568","75.36","0.28","2022-08-24","amber","exposurelevel6","49.7275","yes","no","0","0","0","0","30","Retail & Shopping|Travel","Books & Subscriptions|Entertainment Superstore|Gifts & Flowers|Home & Garden|Photography|Tourism & Attractions","Books & Subscriptions","73","DE","FRÖLICH  KAUFMANN hält über 60.000 Bücher für Sie bereit, ob Bildbände, Ratgeber, Kochbücher, Kinderbücher, CDs sowie zahlreiche Bücher zum Thema Kunst und Kultur zu starken Preisen! Lesen macht glücklich!","https://ui.awin.com/images/upload/merchant/profile/28297.png","https://www.froelichundkaufmann.de/"
"116585","Canvasi DE","","0.00","0.00","2025-06-19","amber","exposurelevel2","0","yes","no","0","0","0","0","30","","","","null","DE","Canvasi.de – Ihr Onlineshop für Künstlerbedarf und Spezialist für bespannte Keilrahmen, Keilrahmenleisten, Schattenfugenrahmen und bemalbare Leinwand.","https://ui.awin.com/images/upload/merchant/profile/116585.png","https://www.canvasi.de/"
"11752","Sage DE","3.10103","71.99","0.07","2018-09-18","green","none","35.5037","no","no","35","35","1","10","30","Telco's & Services","Business Services (B2B)","Business Services (B2B)","144","DE","Bewerben Sie zahlreiche Produkte von Sage - Marktführer für integrierte Buchhaltungssoftware, Lohnabrechnungs- und Warenwirtschaftssoftware!","https://ui.awin.com/images/upload/merchant/profile/11752.png","https://www.sage.com"
"116953","Klebefieber DE","2.60414","86.05","0.21","2025-06-12","green","none","64.6793","yes","no","0","0","0","0","60","Retail & Shopping","DIY|Home & Garden","Home & Garden","48","DE","Klebefieber.de bietet eine riesige Auswahl mit über 60.000 Wand- und Wohnideen, Küchenrückwände, Duschrückwände, Badrückwände, Wandbilder, Fensterfolien, Klebefolien, Dekorfolien, Tapeten.","https://ui.awin.com/images/upload/merchant/profile/116953.png","https://www.klebefieber.de/"
"11459","WELTplus DE","1.15253","96.04","0.14","2017-12-05","amber","exposurelevel2","65.0514","yes","no","0","0","0","60","30","Retail & Shopping","Books & Subscriptions","Books & Subscriptions","74","DE","WELT Digital als App oder im Web: Tiefergehende und hintergründige Texte, investigative Beiträge, spannende Reportagen, längere Strecken, exklusive Stories, recherchiert und geschrieben von einer vielfach ausgezeichneten, meinungsstarken Redaktion.","https://ui.awin.com/images/upload/merchant/profile/11459.png","https://www.welt.de/weltplus/"
"70050","3DMakerpro (EU)","7.12191","54.84","11.72","2024-03-04","amber","exposurelevel1","32.9717","yes","no","0","0","0","0","30","Retail & Shopping","Computers|DIY|Electronic Accessories|Gadgets","Electronic Accessories","143","DE","3DMakerpro is committed to bringing our users professional and cost-effective 3D scanners. Earn an 8% to 10% commission for each sale. CPS from €27! Join our EU program and help us promote products now!","https://ui.awin.com/images/upload/merchant/profile/70050.png","https://eu.store.3dmakerpro.com/"
"77942","Petlibro DE Affiliate Program","2.70526","53.07","0.25","2024-04-16","amber","exposurelevel4","26.6124","yes","no","0","0","0","0","30","Retail & Shopping","Pets & Pet Care","Pets & Pet Care","147","DE","Mit einem Fokus auf Detailgenauigkeit und Leidenschaft für alles, was mit Haustieren zu tun hat, machen wir es Haustierbesitzern leicht, Freude und Komfort in ihr Leben und das Leben ihrer pelzigen Freunde zu bringen.","https://ui.awin.com/images/upload/merchant/profile/77942.png","https://de.petlibro.com/"
"29783","Systemtreff DE","1.17034","90.63","0.22","2022-09-22","green","none","0","yes","no","0","0","0","0","30","Retail & Shopping","Computers","Computers","84","DE","Wir sind Hersteller von PC Systemen für den Bereich Gaming, Office und Komplettsystemen.","https://ui.awin.com/images/upload/merchant/profile/29783.png","https://www.systemtreff.de/"
"11420","freenet","0.645337","31.79","0.24","2019-02-25","amber","exposurelevel2","29.6418","yes","no","1","10","0","150","60","Telco's & Services","B2B Telecommunications Services|Digital TV & Video-on-Demand|Entertainment Downloads|Internet Service Provider|Mobile Broadband|Mobile Downloads|Mobile Pay As You Go|Network Operators|Mobile Contract","Mobile Contract","93","DE","freenet ist Deutschlands größtes unabhängiges Telekommunikationsunternehmen.  Egal ob Mobilfunk, TV oder Digital Lifestyle Produkte wie waipu.tv, Deezer, Readly uvm. -  unter  www.freenet-mobilfunk.de findest du alles!","https://ui.awin.com/images/upload/merchant/profile/11420.png","https://www.freenet-mobilfunk.de"
"118047","CLIMAQX DACH","","0.00","0.00","2025-09-26","amber","exposurelevel4","0","yes","no","0","0","0","0","30","Retail & Shopping","Sports Equipment|Sportswear","Sports Equipment","null","DE","Climaqx ist ein Onlineshop für Fitness‑Zubehör und Trainings‑Essentials, der unter anderem Kleidung, Home‑Gym‑Ausrüstung und Accessoires anbietet, entwickelt in Zusammenarbeit mit IFBB Pros.","https://ui.awin.com/images/upload/merchant/profile/118047.png","https://climaqx.com/"
"112906","Lily's Kitchen DE","9.28819","100.00","0.24","2025-03-07","amber","exposurelevel2","78.312","yes","no","0","0","0","0","30","Retail & Shopping","Pets & Pet Care","Pets & Pet Care","75","DE","Unsere Haustiere verdienen ausgewogenes Futter. Deshalb enthalten unsere Rezepte natürliche Zutaten, die ihren vierbeinigen Freund gesund und glücklich halten. Hunden und Katzen bieten wir ein leckeres Menü, das ihnen schmeckt und ihr Wohlbefinden fördert","https://ui.awin.com/images/upload/merchant/profile/112906.png","https://www.lilyskitchen.com/de"
"112978","Gartenfachmarkt24 DE","0.221738","56.52","0.02","2025-03-13","amber","exposurelevel1","39.6589","yes","no","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","57","DE","Bei Gartenfachmarkt24.de finden Sie ein breites Sortiment an Produkten rund um Haus und Garten. Dank unserer langjährigen Zusammenarbeit mit führenden Herstellern können wir eine große Auswahl an Produkten zu attraktiven Preisen anbieten.","https://ui.awin.com/images/upload/merchant/profile/112978.png","https://www.gartenfachmarkt24.de/"
"98729","Apohealth DE","6.2459","96.22","0.23","2024-08-23","amber","exposurelevel4","68.8998","yes","no","0","0","0","0","30","Retail & Shopping","FMCG|Health & Beauty|Pharmaceuticals","Pharmaceuticals","95","DE","apohealth, based in Munich, Germany, offers over 40,000 health products, including medications, supplements, personal care, and pet health items.We focus on efficient global delivery.","https://ui.awin.com/images/upload/merchant/profile/98729.png","https://apohealth.de"
"43621","MeisterBox DE","2.36349","91.14","2.32","2023-03-06","amber","exposurelevel5","43.6084","yes","no","0","0","0","0","75","Retail & Shopping","Home & Garden","Home & Garden","95","DE","MeisterBox ist Ihr Online-Shop für hochwertige Mülltonnenboxen, die individuell konfiguriert werden und sich durch zeitlose smarte Designs, Langlebigkeit und Nachhaltigkeit auszeichnen.","https://ui.awin.com/images/upload/merchant/profile/43621.png","https://meisterbox.de/"
"11661","Orion DE","1.26345","88.25","0.18","2018-05-15","green","none","58.3269","yes","no","19","19","0","0","60","Retail & Shopping","Clothing|Clothing Accessories|Entertainment Superstore|Erotic|Furniture & Soft Furnishings|Gadgets|Gifts & Flowers|Health & Beauty|Lingerie|Menswear|Shoes|Womenswear","Erotic","53","DE","Steiger deinen Umsatz mit der bekannten Erotik-Marke ORION!       Und überzeug dich jetzt von unserem riesigen Sortiment für Mann und Frau, für Einsteiger und Kenner, für jung und alt und Qualitäts- und Preisbewusste! Dessous, Toys, Drogerie, Fetisch.","https://ui.awin.com/images/upload/merchant/profile/11661.png","https://www.orion.de/"
"116249","FREITAG DE","","0.00","0.00","2025-08-20","amber","exposurelevel2","0","yes","no","0","0","0","0","30","Retail & Shopping","Clothing Accessories|Green (Eco friendly)","Clothing Accessories","null","DE","FREITAG ist ein international tätiges Unternehmen mit Fokus aus zirkulären Produkten. Wer unsere Werte teilt und die Idee des nachhaltigen Urban Movements unterstützen möchte, ist eingeladen, Teil unseres Partnerprogramms zu werden.","https://ui.awin.com/images/upload/merchant/profile/116249.png","https://freitag.ch/de_DE"
"117777","Sunshare DE","6.14564","55.56","1.42","2025-07-07","amber","exposurelevel1","46.6205","yes","no","0","0","0","0","30","Retail & Shopping","DIY|Green (Eco friendly)|Home & Garden","Home & Garden","74","DE","Wir sind spezialisiert auf Forschung, Entwicklung, Produktion und Vertrieb kompakter PV-Speichersysteme. Weltweit bieten wir Kunden sichere, effiziente und intelligente Energielösungen mit maßgeschneidertem Service.","https://ui.awin.com/images/upload/merchant/profile/117777.png","https://de.sunsharetek.com/"
"108024","GRUNDIG Bike EU","2.54712","94.59","0.53","2024-12-09","green","none","63.8342","yes","no","0","0","0","0","30","Retail & Shopping","Green (Eco friendly)|Sports Equipment","Sports Equipment","53","DE","Grundig Bike: High-quality e-mobility for everyone!","https://ui.awin.com/images/upload/merchant/profile/108024.png","https://grundig-bike.com/"
"103039","Direct Volley - DE","2.37577","90.00","0.05","2024-11-14","amber","exposurelevel4","52.2143","yes","no","0","0","0","0","30","Retail & Shopping","Childrenswear|Menswear|Sports Equipment|Sportswear|Womenswear","Sportswear","null","DE","Der führende E-Commerce-Shop für Volleyball. Entdecken Sie eine große Auswahl an Ausrüstung, Schuhen und Kleidung für Indoor-Sportarten. Offizieller Vertriebspartner von adidas, Nike, Mizuno, Mikasa, Molten, Asics und mehr. Rüsten Sie sich mit den Marktfü","https://ui.awin.com/images/upload/merchant/profile/103039.png","https://direct-volley.de/"
"99579","Ferienwohnungen DE","1.52495","83.12","0.62","2024-09-12","amber","exposurelevel2","41.657","yes","no","0","0","0","0","30","Travel","Hotels & Accommodation|Lead Gen|Local Holidays|Tourism & Attractions|Travel Agencies","Hotels & Accommodation","115","DE","Ferienwohnungen ist eine Suchmaschine für Ferienhäuser und -wohnung, mit der Sie Ihre perfekte Unterkunft finden und zum niedrigsten Preis buchen können. Wir arbeiten mit allen wichtigen Buchungsportalen, um Ihnen die größte Ferienhaus-Vielfalt zu bieten.","https://ui.awin.com/images/upload/merchant/profile/99579.png","https://www.ferienwohnungen.de/"
"81045","CBD Blume DE","5.01195","81.82","0.28","2024-06-24","green","none","54.5244","yes","no","0","0","0","0","30","Retail & Shopping","Health & Beauty|Home & Garden","Health & Beauty","63","DE","Verkauf von legalen Cannabis Produkten, insbesondere CBD Blüten, Cannabis Samen, CBD Öle, CBD, CBD Edibles, CBD Kristalle, CBD Kosmetik, CBD Extrakte und weiteres...","https://ui.awin.com/images/upload/merchant/profile/81045.png","https://www.cbdblume.de/"
"102971","Jeikner DE","0.444129","15.56","0.03","2024-12-03","amber","exposurelevel1","42.1133","yes","no","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","49","DE","Jeikner – Ihr Systemlieferant für die professionelle GebäudereinigungSeit 1980 steht Jeikner für innovative Produkte rund um das Thema Reinigung und Pflege. Ursprünglich lag der Fokus auf der Teppich- und Polsterreinigung.","https://ui.awin.com/images/upload/merchant/profile/102971.png","https://www.jeikner.de/"
"81969","Nortvi","0.613874","73.37","0.18","2024-05-16","amber","exposurelevel1","0","yes","no","0","0","0","0","30","Retail & Shopping","Department Stores","Department Stores","null","NL","We provide the world with perfectly designed travel products made from sustainable materials.","https://ui.awin.com/images/upload/merchant/profile/81969.png","https://nortvi.com/"
"84969","LEDs24 DE","5.37959","97.98","0.33","2024-07-22","green","none","52.8371","yes","no","0","0","0","0","30","Retail & Shopping","Electronic Accessories|Green (Eco friendly)|Home & Garden|Office Supplies","Home & Garden","82","DE","LEDs24.com bietet hochwertige, maßgefertigte LED-Beleuchtung für End-  Geschäftskunden. Mit einer breiten Produktpalette, erstklassiger Beratung  schnellen Lieferzeiten sind wir der ideale Partner für energieeffiziente und langlebige LED-Beleuchtung.","https://ui.awin.com/images/upload/merchant/profile/84969.png","https://www.leds24.com/"
"78368","Golden Goose DE","0.873362","100.00","0.26","2024-05-13","amber","exposurelevel2","0","yes","no","0","0","0","0","30","Retail & Shopping","Clothing|Clothing Accessories|Shoes|Womenswear","Shoes","151","DE","Jeder Sneaker von Golden Goose erzählt eine Geschichte. Ihre.","https://ui.awin.com/images/upload/merchant/profile/78368.png","https://www.goldengoose.com/de/de"
"18556","Fackelmann DE","4.12693","93.31","0.03","2020-03-04","green","none","56.1217","yes","no","6","6","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","73","DE","fackelmann.de ist dein Markenshop für all das, was du in der Küche und im Haushalt brauchst: Smarte Küchenhelfer, innovative Backhelfer - Produkte, die deinen Alltag leichter machen.","https://ui.awin.com/images/upload/merchant/profile/18556.png","https://www.fackelmann.de/"
"87211","Brandstyle24 DE","2.66363","85.94","0.20","2024-07-26","amber","exposurelevel1","56.0217","yes","yes","0","0","0","0","30","Retail & Shopping","Clothing|Clothing Accessories|Menswear|Shoes|Sports Equipment|Sportswear|Womenswear","Shoes","59","DE","Brandstyle24 (BS24) - Ihr Experte für Schuhe und Sneakers.  Entdecken Sie Fashion Sneakers von Top-Marken wie adidas, Nike, Puma und weiteren bekannten Marken zum besten Preis. Zusätzlich bieten wir Laufschuhe, Wanderschuhe, Basketballschuhe und Boots an","https://ui.awin.com/images/upload/merchant/profile/87211.png","https://brandstyle24.com"
"87097","Green People DE","0.884956","100.00","0.02","2024-08-13","amber","exposurelevel2","79.2206","yes","no","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","55","DE","GREEN PEOPLE: PIONIERE ZERTIFIZIERTER NATURKOSMETIKGreen People ist Großbritanniens führende Naturkosmetikmarke mit über 150 bio-zertifizierten Produkten für die ganze Familie.Die natürlichen und bio-zertifizierten Produkte von Green People, die seit 19","https://ui.awin.com/images/upload/merchant/profile/87097.png","https://www.greenpeople.eu/de"
"80731","isinwheel.DE","2.76656","73.02","0.53","2024-08-16","amber","exposurelevel4","63.01","yes","no","0","0","0","0","30","Retail & Shopping","Automotive|Electronic Accessories","Automotive","65","DE","iSinwheel ist auf Elektroroller und E-Bikes für den persönlichen Transport spezialisiert. iSinwheel begleitet Ihr wundervolles Leben.","https://ui.awin.com/images/upload/merchant/profile/80731.png","https://www.isinwheel.de/"
"80863","Made in Paradis DE","2.44811","73.93","0.04","2024-06-19","amber","exposurelevel1","45.0519","yes","no","0","0","0","0","30","Retail & Shopping","Clothing|Clothing Accessories|Shoes|Sportswear|Womenswear","Womenswear","88","DE","Madeinparadis.de ist ein Online-Shop für Damenmode: Kleidung, Sneakers, Schuhe und Accessoires. Mehr als 500 Marken sind verfügbar.","https://ui.awin.com/images/upload/merchant/profile/80863.png","https://madeinparadis.de/"
